City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Makakilo City,US,2020-05-27 20:33:48,21.35,-158.09,84.2,69,75,9.17
307,Paamiut,GL,2020-05-27 20:33:48,61.99,-49.67,36.32,87,72,17.94
308,Alberton,CA,2020-05-27 20:33:49,46.82,-64.07,64.99,40,97,7.02
309,Kaeo,NZ,2020-05-27 20:33:49,-35.1,173.78,57.0,3,60,1.01
310,Biak,ID,2020-05-27 20:33:49,-0.91,122.88,77.9,76,12,3.18
311,Waterfoot,GB,2020-05-27 20:33:49,53.69,-2.25,60.01,68,42,8.32
312,Dharchula,IN,2020-05-27 20:33:50,29.85,80.53,65.26,30,35,7.18
313,Ararat,AM,2020-05-27 20:33:50,39.83,44.7,68.0,56,0,4.7
314,Neudorfl,AT,2020-05-27 20:33:50,47.78,16.28,60.01,61,2,3.0
315,Banka,IN,2020-05-27 20:33:50,24.88,86.92,82.81,77,4,9.19
316,Sangar,RU,2020-05-27 20:33:51,63.92,127.47,50.86,82,99,6.69
317,Kaitangata,NZ,2020-05-27 20:33:51,-46.28,169.85,43.0,92,9,1.99
318,Krasnoselkup,RU,2020-05-27 20:33:51,65.7,82.47,39.38,70,1,7.56
319,Pocoes,BR,2020-05-27 20:33:52,-14.53,-40.37,70.16,83,6,2.64
320,Portland,US,2020-05-27 20:32:24,45.52,-122.68,77.0,43,1,8.05
321,Limulunga,ZM,2020-05-27 20:33:52,-15.1,23.14,63.45,43,49,5.59
322,Katsuura,JP,2020-05-27 20:33:52,35.13,140.3,68.0,77,100,19.06
323,Tingo Maria,PE,2020-05-27 20:33:53,-9.29,-76.01,86.0,58,20,6.93
324,Uyemskiy,RU,2020-05-27 20:33:53,64.47,40.85,50.0,71,40,2.24
325,Koumac,NC,2020-05-27 20:29:59,-20.57,164.28,72.32,84,75,2.44
326,Alofi,NU,2020-05-27 20:33:53,-19.06,-169.92,78.8,83,40,8.05
327,Taoudenni,ML,2020-05-27 20:33:54,22.68,-3.98,93.18,10,0,6.2
328,Gushikawa,JP,2020-05-27 20:33:54,26.35,127.87,73.4,94,40,10.25
329,Crotone,IT,2020-05-27 20:33:54,39.09,17.12,62.19,61,0,14.56
330,Axim,GH,2020-05-27 20:33:54,4.87,-2.24,79.7,88,100,9.28
331,Kouango,CF,2020-05-27 20:33:55,4.99,19.96,76.3,85,68,0.78
332,Okha,RU,2020-05-27 20:33:55,53.57,142.95,37.63,79,97,5.84
333,Atbasar,KZ,2020-05-27 20:33:55,51.8,68.33,55.36,57,11,8.21
334,Tashigang,BT,2020-05-27 20:33:56,27.33,91.55,59.67,68,100,4.09
335,Batagay-Alyta,RU,2020-05-27 20:33:56,67.8,130.41,30.27,93,100,8.72
336,Rocha,UY,2020-05-27 20:33:56,-34.48,-54.33,54.07,77,0,6.64
337,Noumea,NC,2020-05-27 20:33:56,-22.28,166.46,73.99,93,85,2.24
338,Pushkino,RU,2020-05-27 20:33:57,56.02,37.87,59.0,71,66,2.24
339,Scottsbluff,US,2020-05-27 20:33:57,41.87,-103.67,84.99,26,1,8.05
340,Mount Isa,AU,2020-05-27 20:33:57,-20.73,139.5,62.6,33,18,2.24
341,Jutai,BR,2020-05-27 20:33:58,-5.18,-68.9,86.07,62,99,3.06
342,Tabou,CI,2020-05-27 20:33:58,4.42,-7.35,79.88,85,100,8.43
343,Mayo,US,2020-05-27 20:33:59,38.89,-76.51,79.0,78,1,8.05
344,College,US,2020-05-27 20:30:05,64.86,-147.8,57.99,47,75,4.7
345,Port Hawkesbury,CA,2020-05-27 20:29:39,45.62,-61.35,66.99,82,90,3.36
346,Miass,RU,2020-05-27 20:33:59,55.05,60.11,56.53,89,58,7.47
347,Pacific Grove,US,2020-05-27 20:31:00,36.62,-121.92,87.01,56,1,6.93
348,Baykit,RU,2020-05-27 20:34:00,61.67,96.37,37.53,76,96,2.26
349,Royan,FR,2020-05-27 20:34:00,45.63,-1.03,73.4,33,0,10.29
350,Caconda,AO,2020-05-27 20:34:01,-13.73,15.07,57.7,51,83,1.95
351,Zalantun,CN,2020-05-27 20:34:01,48.0,122.72,54.59,53,0,2.95
352,Leningradskiy,RU,2020-05-27 20:34:01,69.38,178.42,35.64,86,0,5.79
353,Batagay,RU,2020-05-27 20:34:02,67.63,134.63,40.62,73,100,8.5
354,Jiayuguan,CN,2020-05-27 20:34:02,39.82,98.3,61.86,29,2,10.04
355,Tual,ID,2020-05-27 20:34:02,-5.67,132.75,82.31,82,19,16.53
356,Robertson,US,2020-05-27 20:34:02,36.52,-86.87,71.01,100,75,5.82
357,Sheltozero,RU,2020-05-27 20:34:03,61.37,35.37,48.78,78,33,5.77
358,Thinadhoo,MV,2020-05-27 20:34:03,0.53,72.93,83.64,76,32,8.3
359,Palmer,US,2020-05-27 20:34:03,42.16,-72.33,82.99,45,75,12.75
360,Vostok,RU,2020-05-27 20:34:03,46.49,135.88,46.72,95,72,3.96
361,Santa Lucia,ES,2020-05-27 20:34:04,27.91,-15.54,69.8,83,20,20.8
362,Sao Joao Da Barra,BR,2020-05-27 20:34:04,-21.64,-41.05,75.2,57,0,6.93
363,Amga,RU,2020-05-27 20:34:04,60.9,131.96,61.74,55,100,5.41
364,Emerald,AU,2020-05-27 20:33:22,-23.53,148.17,51.8,71,17,4.7
365,Nha Trang,VN,2020-05-27 20:34:05,12.25,109.18,82.4,88,20,5.32
366,Dhidhdhoo,MV,2020-05-27 20:34:05,6.88,73.1,84.43,77,100,15.05
367,Kencong,ID,2020-05-27 20:34:06,-8.28,113.37,76.05,90,49,1.99
368,Nau,TJ,2020-05-27 20:34:06,40.15,69.37,80.6,39,20,6.71
369,Bonthe,SL,2020-05-27 20:34:06,7.53,-12.51,80.47,82,100,5.64
370,Kitimat,CA,2020-05-27 20:34:06,54.05,-128.65,64.0,44,100,1.52
371,Clyde River,CA,2020-05-27 20:34:07,70.47,-68.59,28.4,79,75,4.7
372,Crestview,US,2020-05-27 20:34:07,30.76,-86.57,82.0,88,90,6.93
373,Celestun,MX,2020-05-27 20:34:07,20.87,-90.4,85.93,72,66,9.48
374,Visavadar,IN,2020-05-27 20:34:08,21.38,70.68,79.97,88,96,13.04
375,Tecoanapa,MX,2020-05-27 20:34:08,16.52,-98.75,85.66,58,100,13.62
376,Talaya,RU,2020-05-27 20:34:08,61.38,152.75,34.99,76,0,6.98
377,Ostersund,SE,2020-05-27 20:34:09,63.18,14.64,42.8,75,61,14.99
378,Goderich,CA,2020-05-27 20:34:09,43.75,-81.72,84.99,55,84,12.82
379,Beringovskiy,RU,2020-05-27 20:34:09,63.05,179.32,34.65,97,100,4.85
380,Lazaro Cardenas,MX,2020-05-27 20:30:01,17.96,-102.2,82.6,56,26,12.15
381,Russell,US,2020-05-27 20:34:10,32.35,-85.2,80.6,69,90,3.36
382,Wattegama,LK,2020-05-27 20:34:10,6.8,81.48,77.49,82,71,5.75
383,Madras,IN,2020-05-27 20:30:27,13.09,80.28,87.8,84,40,6.93
384,Kristiinankaupunki,FI,2020-05-27 20:34:11,62.27,21.38,49.48,67,100,10.65
385,Aswan,EG,2020-05-27 20:34:11,24.09,32.91,91.4,15,0,17.22
386,Biu,NG,2020-05-27 20:34:11,10.61,12.19,80.31,61,100,3.56
387,Mzimba,MW,2020-05-27 20:34:12,-11.9,33.6,64.35,74,35,5.97
388,Kenora,CA,2020-05-27 20:31:05,49.82,-94.43,75.2,38,20,16.11
389,Limoeiro Do Ajuru,BR,2020-05-27 20:34:12,-1.9,-49.38,82.62,75,84,2.82
390,Waddan,LY,2020-05-27 20:34:12,29.16,16.14,69.3,44,4,21.74
391,Temnikov,RU,2020-05-27 20:34:13,54.63,43.21,48.42,91,3,2.55
392,Tevaitoa,PF,2020-05-27 20:34:13,-16.78,-151.5,82.0,71,23,7.34
393,Qesarya,IL,2020-05-27 20:34:13,32.52,34.9,70.0,73,40,4.7
394,Itoman,JP,2020-05-27 20:30:08,26.12,127.67,75.2,88,40,9.17
395,Mahanje,TZ,2020-05-27 20:34:14,-9.93,35.33,63.1,95,22,3.13
396,Gusev,RU,2020-05-27 20:34:14,54.59,22.2,46.45,92,41,3.96
397,Solwezi,ZM,2020-05-27 20:34:14,-12.17,26.39,59.68,81,65,1.21
398,Guisguis,PH,2020-05-27 20:34:15,13.87,121.52,80.01,92,100,1.25
399,Russellville,US,2020-05-27 20:32:27,35.28,-93.13,79.0,58,23,1.99
400,Mahebourg,MU,2020-05-27 20:34:15,-20.41,57.7,75.2,83,40,11.41
401,Caravelas,BR,2020-05-27 20:34:16,-17.71,-39.25,73.17,70,0,8.41
402,Khani,GE,2020-05-27 20:34:16,41.96,42.96,64.4,77,0,5.82
403,Tura,IN,2020-05-27 20:33:15,25.52,90.22,70.0,95,84,5.21
404,Lensk,RU,2020-05-27 20:34:16,60.73,114.93,41.0,89,69,9.89
405,Worland,US,2020-05-27 20:34:17,44.02,-107.96,73.99,37,20,5.82
406,Namikupa,TZ,2020-05-27 20:34:17,-10.83,39.6,67.14,97,5,1.66
407,Grand-Lahou,CI,2020-05-27 20:34:17,5.14,-5.02,79.12,88,95,9.26
408,Bima,ID,2020-05-27 20:34:18,-8.47,118.72,75.65,87,1,1.3
409,Diego De Almagro,CL,2020-05-27 20:34:18,-26.37,-70.05,69.51,37,0,6.08
410,Port Lincoln,AU,2020-05-27 20:34:18,-34.73,135.87,54.54,74,22,8.41
411,Puro,PH,2020-05-27 20:34:18,12.48,123.38,82.09,80,30,10.69
412,Tessalit,ML,2020-05-27 20:34:19,20.2,1.01,85.37,36,100,12.21
413,Muroto,JP,2020-05-27 20:34:19,33.28,134.15,68.34,73,83,9.22
414,Huarmey,PE,2020-05-27 20:34:19,-10.07,-78.15,71.55,72,20,8.5
415,Telsiai,LT,2020-05-27 20:34:20,55.98,22.25,46.51,94,94,5.37
416,Nome,US,2020-05-27 20:32:01,64.5,-165.41,45.0,93,90,11.41
417,North Platte,US,2020-05-27 20:33:49,41.12,-100.77,82.4,30,1,11.41
418,Narsaq,GL,2020-05-27 20:34:20,60.92,-46.05,41.0,80,93,6.93
419,Nipawin,CA,2020-05-27 20:30:56,53.37,-104.0,51.8,81,90,24.16
420,Parfenyevo,RU,2020-05-27 20:34:21,58.48,43.41,45.5,96,0,5.39
421,Gurupa,BR,2020-05-27 20:34:21,-1.41,-51.64,81.41,82,63,2.64
422,Ust-Nera,RU,2020-05-27 20:34:22,64.57,143.2,48.51,66,100,2.71
423,Nagato,JP,2020-05-27 20:34:22,34.38,131.2,62.6,82,20,6.93
424,Jejuri,IN,2020-05-27 20:34:22,18.28,74.17,75.74,64,15,10.87
425,Marzuq,YE,2020-05-27 20:34:22,14.4,46.47,81.68,46,11,1.63
426,Wajir,KE,2020-05-27 20:34:23,1.75,40.06,80.98,71,100,18.61
427,Vardo,NO,2020-05-27 20:34:23,70.37,31.11,44.6,75,100,4.7
428,Vargashi,RU,2020-05-27 20:34:23,55.36,65.85,54.55,72,45,8.77
429,Tankhoy,RU,2020-05-27 20:34:24,51.55,105.13,40.57,76,99,7.9
430,Pangkalanbuun,ID,2020-05-27 20:34:24,-2.68,111.62,74.84,95,100,2.1
431,Gallup,US,2020-05-27 20:34:13,35.53,-108.74,84.2,12,20,10.29
432,Phoenix,US,2020-05-27 20:29:50,33.45,-112.07,107.01,8,20,9.17
433,Weihe,CN,2020-05-27 20:34:25,33.0,105.32,50.68,73,75,3.02
434,Porto Novo,BJ,2020-05-27 20:34:25,6.5,2.6,84.2,83,20,11.41
435,Malanje,AO,2020-05-27 20:34:26,-9.54,16.34,71.69,57,94,2.19
436,Adrar,MR,2020-05-27 20:34:26,20.5,-10.07,92.08,12,0,7.34
437,Pisco,PE,2020-05-27 20:34:26,-13.7,-76.22,69.8,68,20,9.17
438,Buala,SB,2020-05-27 20:34:27,-8.14,159.59,82.74,78,84,8.43
439,Cockburn Town,TC,2020-05-27 20:34:27,21.46,-71.14,81.7,80,100,13.8
440,Tigil,RU,2020-05-27 20:34:27,57.8,158.67,43.12,60,25,8.41
441,Cascais,PT,2020-05-27 20:34:27,38.7,-9.42,77.0,47,0,10.29
442,Muli,MV,2020-05-27 20:34:28,2.92,73.57,83.3,78,60,12.97
443,Nesna,NO,2020-05-27 20:34:28,66.2,13.02,46.4,81,40,8.05
444,Qinhuangdao,CN,2020-05-27 20:34:28,39.93,119.59,58.21,71,8,5.99
445,Havelock,US,2020-05-27 20:34:01,34.88,-76.9,81.0,82,91,7.0
446,Fivizzano,IT,2020-05-27 20:34:29,44.24,10.13,64.99,70,0,2.93
447,Itambacuri,BR,2020-05-27 20:34:29,-18.03,-41.69,63.0,75,0,2.62
448,Kholmy,UA,2020-05-27 20:34:29,51.87,32.6,49.68,92,17,5.01
449,Victor Harbor,AU,2020-05-27 20:34:29,-35.57,138.62,48.99,95,2,7.63
450,Ferrol,ES,2020-05-27 20:34:30,43.48,-8.24,77.0,53,0,3.36
451,Ugoofaaru,MV,2020-05-27 20:34:30,5.67,73.0,83.82,78,100,16.04
452,Sobolevo,RU,2020-05-27 20:34:30,54.43,31.9,50.59,83,100,2.19
453,Jagdalpur,IN,2020-05-27 20:34:31,19.07,82.03,82.36,49,39,8.37
454,Brigantine,US,2020-05-27 20:31:42,39.41,-74.36,75.2,69,75,10.29
455,Pontes E Lacerda,BR,2020-05-27 20:34:31,-15.23,-59.34,71.8,64,0,3.24
456,Shimoda,JP,2020-05-27 20:34:31,34.67,138.95,60.01,71,99,12.62
457,Mildura,AU,2020-05-27 20:34:32,-34.2,142.15,39.2,93,0,3.94
458,Weligama,LK,2020-05-27 20:32:51,5.97,80.42,79.72,88,100,12.41
459,Banjar,ID,2020-05-27 20:29:40,-8.19,114.97,78.8,100,75,3.36
460,Rio Gallegos,AR,2020-05-27 20:33:49,-51.62,-69.22,42.8,70,0,8.05
461,Suez,EG,2020-05-27 20:34:33,29.97,32.53,69.3,71,9,13.85
462,Roald,NO,2020-05-27 20:29:51,62.58,6.13,48.2,87,40,14.99
463,Laredo,US,2020-05-27 20:34:28,27.51,-99.51,89.6,52,1,17.22
464,Podor,MR,2020-05-27 20:34:33,16.65,-14.96,109.4,17,0,8.12
465,Praia,CV,2020-05-27 20:34:34,14.92,-23.51,84.2,32,99,3.36
466,Constantine,DZ,2020-05-27 20:34:34,36.37,6.61,62.6,51,40,13.87
467,Disna,BY,2020-05-27 20:34:34,55.57,28.2,56.01,68,100,4.16
468,Dingle,PH,2020-05-27 20:34:35,11.0,122.67,79.25,80,48,3.11
469,Raudeberg,NO,2020-05-27 20:34:35,61.99,5.14,46.99,89,96,11.81
470,Kovdor,RU,2020-05-27 20:34:35,67.57,30.48,45.66,97,100,0.96
471,Harper,LR,2020-05-27 20:34:36,4.38,-7.72,80.26,83,98,8.68
472,Presidencia Roque Saenz Pena,AR,2020-05-27 20:34:36,-26.79,-60.44,67.35,54,0,6.31
473,Toda Raisingh,IN,2020-05-27 20:34:36,26.03,75.48,90.07,23,0,10.51
474,Mitu,CO,2020-05-27 20:34:37,1.2,-70.17,80.28,92,99,1.34
475,Xining,CN,2020-05-27 20:30:42,36.62,101.77,43.05,63,9,3.18
476,Chauk,MM,2020-05-27 20:34:37,20.88,94.82,83.28,65,95,9.15
477,Vila Velha,BR,2020-05-27 20:34:37,-20.33,-40.29,73.4,60,0,9.17
478,Grindavik,IS,2020-05-27 20:34:38,63.84,-22.43,46.4,87,90,26.4
479,Faya,SA,2020-05-27 20:34:38,18.39,42.45,71.6,56,20,6.93
480,Guerrero Negro,MX,2020-05-27 20:32:38,27.98,-114.06,78.01,45,0,17.43
481,Sarangpur,IN,2020-05-27 20:34:38,23.57,76.47,86.83,41,42,15.59
482,Banamba,ML,2020-05-27 20:34:39,13.55,-7.45,92.01,28,89,4.83
483,Riyadh,SA,2020-05-27 20:30:41,24.69,46.72,87.8,22,0,2.24
484,Barabash,RU,2020-05-27 20:34:39,43.2,131.48,39.2,100,90,3.29
485,Novi Sanzhary,UA,2020-05-27 20:34:40,49.34,34.31,53.31,93,85,5.44
486,Nyurba,RU,2020-05-27 20:34:40,63.28,118.33,41.61,90,100,11.79
487,Arua,UG,2020-05-27 20:34:40,3.02,30.91,66.52,93,97,0.09
488,Kieta,PG,2020-05-27 20:34:41,-6.22,155.63,82.24,71,61,3.83
489,Oussouye,SN,2020-05-27 20:34:41,12.48,-16.55,82.4,61,75,6.93
490,Dindori,IN,2020-05-27 20:34:41,22.95,81.08,83.35,19,78,4.68
491,Isangel,VU,2020-05-27 20:34:41,-19.55,169.27,69.8,94,75,10.94
492,Yichun,CN,2020-05-27 20:34:42,47.7,128.9,50.47,70,4,1.83
493,Oum Hadjer,TD,2020-05-27 20:34:42,13.3,19.7,86.68,12,21,6.93
494,Ukiah,US,2020-05-27 20:34:42,39.15,-123.21,93.2,24,1,11.41
495,Yar-Sale,RU,2020-05-27 20:33:04,66.83,70.83,44.51,59,100,5.61
496,Victoria,HK,2020-05-27 20:31:44,22.29,114.16,80.01,88,45,3.0
497,Monte Patria,CL,2020-05-27 20:34:43,-30.69,-70.95,68.68,44,99,4.97
498,Nemuro,JP,2020-05-27 20:34:43,43.32,145.57,46.92,93,99,12.39
499,Marsa Matruh,EG,2020-05-27 20:34:44,31.35,27.25,68.0,60,0,11.41
500,Sokolo,ML,2020-05-27 20:34:44,14.73,-6.12,90.73,31,95,3.85
501,Laela,TZ,2020-05-27 20:34:44,-8.57,32.05,61.7,73,14,3.27
502,Omboue,GA,2020-05-27 20:34:45,-1.57,9.26,77.72,86,99,8.93
503,Tiznit,MA,2020-05-27 20:34:45,29.58,-9.5,76.06,44,0,4.03
504,Orchard Homes,US,2020-05-27 20:34:45,46.86,-114.05,73.4,23,1,6.93
505,Yenagoa,NG,2020-05-27 20:34:45,4.92,6.26,78.33,92,100,4.38
506,Alta Floresta,BR,2020-05-27 20:34:46,-9.88,-56.09,87.8,48,20,3.36
507,The Pas,CA,2020-05-27 20:34:46,53.83,-101.25,51.8,87,90,19.46
508,Gat,IL,2020-05-27 20:30:01,31.61,34.76,71.01,78,0,3.67
509,Machilipatnam,IN,2020-05-27 20:34:47,16.17,81.13,83.77,87,94,13.35
510,Kendari,ID,2020-05-27 20:34:47,-3.94,122.5,75.43,92,77,3.51
511,Ojinaga,MX,2020-05-27 20:34:47,29.57,-104.42,98.6,8,1,12.75
512,Price,US,2020-05-27 20:34:48,39.6,-110.81,80.6,24,40,12.75
513,Chinsali,ZM,2020-05-27 20:34:48,-10.54,32.08,66.04,65,21,5.26
514,Mananjary,MG,2020-05-27 20:34:48,-21.22,48.33,71.35,90,5,8.68
515,Wanaka,NZ,2020-05-27 20:30:18,-44.7,169.15,37.0,87,6,1.01
516,Vila Franca Do Campo,PT,2020-05-27 20:34:49,37.72,-25.43,66.2,77,40,13.87
517,Glasgow,GB,2020-05-27 20:31:00,55.87,-4.26,59.0,54,100,3.36
518,Betare Oya,CM,2020-05-27 20:34:49,5.6,14.08,70.43,92,79,3.58
519,Pamanukan,ID,2020-05-27 20:34:49,-6.28,107.81,77.0,90,100,3.83
520,Tianpeng,CN,2020-05-27 20:34:50,30.99,103.94,66.99,1,100,6.11
521,Lubango,AO,2020-05-27 20:34:50,-14.92,13.49,57.11,42,90,1.68
522,Saint-Francois,FR,2020-05-27 20:34:51,46.42,3.91,62.6,51,0,4.7
523,Sing Buri,TH,2020-05-27 20:34:51,14.89,100.4,82.99,75,47,6.85
524,Tilichiki,RU,2020-05-27 20:34:51,60.47,166.1,34.48,90,13,5.59
525,Durban,ZA,2020-05-27 20:33:04,-29.86,31.03,64.99,87,40,3.36
526,Datong,CN,2020-05-27 20:34:52,40.09,113.29,58.93,34,2,5.46
527,Zeya,RU,2020-05-27 20:34:52,53.75,127.27,56.17,55,0,3.91
528,Quatre Cocos,MU,2020-05-27 20:30:28,-20.21,57.76,75.2,83,40,11.41
529,Metapan,SV,2020-05-27 20:34:53,14.33,-89.45,83.23,60,100,2.8
530,Sibolga,ID,2020-05-27 20:34:53,1.74,98.78,78.67,77,99,3.06
531,Zapolyarnyy,RU,2020-05-27 20:34:53,69.42,30.81,48.2,66,100,3.36
532,Nishihara,JP,2020-05-27 20:34:54,26.18,127.76,75.2,88,75,5.82
533,Sandnessjoen,NO,2020-05-27 20:34:54,66.02,12.63,46.4,81,40,8.05
534,Rassvet,RU,2020-05-27 20:34:54,46.83,40.75,60.44,75,0,12.77
535,Ouagadougou,BF,2020-05-27 20:34:19,12.36,-1.54,80.6,78,20,8.05
536,Dandong,CN,2020-05-27 20:34:55,40.13,124.39,52.93,91,46,3.94
537,Catia La Mar,VE,2020-05-27 20:34:55,10.6,-67.03,78.01,66,94,4.7
538,Ostrovnoy,RU,2020-05-27 20:34:55,68.05,39.51,45.64,81,100,10.94
539,Mahon,ES,2020-05-27 20:34:55,39.89,4.27,66.2,93,20,6.93
540,Poum,NC,2020-05-27 20:34:56,-20.23,164.02,75.52,80,46,11.77
541,Eureka,US,2020-05-27 20:34:27,40.8,-124.16,66.99,69,17,3.0
542,Makat,KZ,2020-05-27 20:30:14,47.65,53.35,77.22,39,49,9.17
543,Pocone,BR,2020-05-27 20:34:57,-16.26,-56.62,71.42,60,0,2.8
