City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
537,Gaffney,US,87.01,few clouds,35.07,-81.65,Quality Inn Gaffney I-85
538,Ngukurr,US,87.01,few clouds,35.07,-81.65,Quality Inn Gaffney I-85
539,Nishihara,JP,80.6,scattered clouds,26.18,127.76,Minshuku Agaihama
541,Paka,MY,77.0,few clouds,4.64,103.44,Rumbia Resort Villa Paka Terengganu
542,Cazaje,MY,77.0,few clouds,4.64,103.44,Rumbia Resort Villa Paka Terengganu
544,Hobyo,SO,83.03,overcast clouds,5.35,48.53,Osmani Hotel
545,San Juan De Los Morros,VE,85.73,broken clouds,9.91,-67.35,Hotel La Montaña
548,Hangal,IN,77.94,overcast clouds,14.77,75.13,SPOT ON 69194 Adishakti
549,Kutum,SD,78.35,clear sky,14.2,24.67,Dibbo areaمنطقة دبو
552,Hongjiang,CN,71.62,overcast clouds,27.11,110.0,洪江大酒店
553,Dauphin,CA,69.8,few clouds,51.15,-100.05,Canway Inn & Suites
554,Meulaboh,ID,78.49,moderate rain,4.14,96.13,Kost Pria
555,Rosarito,MX,75.99,broken clouds,32.33,-117.03,Hotel Festival Plaza Rosarito
556,Polovinnoye,RU,60.48,clear sky,54.79,65.99,
559,Misratah,LY,70.05,broken clouds,32.38,15.09,فندق الماسة
560,Nipawin,CA,68.0,clear sky,53.37,-104.0,Tobin Lake Motel
561,Santa Cruz,BO,84.2,clear sky,-17.8,-63.17,Hotel Cortez
564,Youkounkoun,GN,80.74,overcast clouds,12.53,-13.13,
565,Sadiqabad,PK,88.57,overcast clouds,28.31,70.13,MIDWAY HOTEL
566,Ambon,ID,80.01,clear sky,-3.7,128.18,Swiss-Belhotel Ambon
567,Anloga,GH,78.8,few clouds,5.79,0.9,Dey Lodge
568,Bontang,ID,81.09,overcast clouds,0.13,117.5,Okra Leaf Guest House Syariah
569,Kampot,KH,80.6,few clouds,10.62,104.18,Champa Lodge
571,Kahta,TR,64.4,clear sky,37.79,38.62,Kommagene Hotel
572,Hirado,JP,69.01,light rain,33.36,129.55,Samson Hotel
573,Tumannyy,JP,69.01,light rain,33.36,129.55,Samson Hotel
574,Ucar,AZ,66.2,clear sky,40.52,47.65,Aşura market
579,Boz,FR,64.0,clear sky,46.41,4.91,Le Jardin de la Reyssouze
580,Samalaeulu,FR,64.0,clear sky,46.41,4.91,Le Jardin de la Reyssouze
581,Kamaishi,JP,60.58,clear sky,39.27,141.88,Hotel Route Inn Kamaishi
582,Sao Bento Do Sul,BR,64.99,scattered clouds,-26.25,-49.38,Serra Alta Hotel
583,Kabo,CF,76.91,overcast clouds,7.7,18.63,
584,Norman Wells,CA,68.0,few clouds,65.28,-126.83,Heritage Hotel
585,Lodja,CD,77.97,overcast clouds,-3.48,23.43,
587,Kemise,ET,73.11,scattered clouds,10.72,39.87,Chefa Valley Hotel
588,Cam Pha,ET,73.11,scattered clouds,10.72,39.87,Chefa Valley Hotel
589,Labuan,MY,80.6,broken clouds,5.28,115.24,Tiara Labuan Hotel
592,Mocuba,MZ,67.41,few clouds,-16.84,36.99,Phama Lodge
593,Rungata,MZ,67.41,few clouds,-16.84,36.99,Phama Lodge
595,Lompoc,US,68.0,overcast clouds,34.64,-120.46,Holiday Inn Express Lompoc
597,Ailigandi,PA,80.69,moderate rain,9.23,-78.02,akwa reef lodge
598,Omboue,GA,76.64,overcast clouds,-1.57,9.26,Hotel Olako
599,Guanica,PR,89.01,broken clouds,17.97,-66.91,Copamarina Beach Resort & Spa
600,Bolshoy Tsaryn,PR,89.01,broken clouds,17.97,-66.91,Copamarina Beach Resort & Spa
601,Hengshui,CN,64.67,broken clouds,37.73,115.7,Eaka Hotel Hengshui Railway Station Branch
602,Barstow,US,78.8,clear sky,34.9,-117.02,"Motel 6 Barstow, CA"
603,Thinadhoo,MV,84.2,overcast clouds,0.53,72.93,
605,Mjolby,SE,60.8,broken clouds,58.33,15.12,Mjölby Stadshotell AB
608,Kloulklubed,PW,77.0,overcast clouds,7.04,134.26,Storyboard Beach Resort
609,Bani,DO,89.6,scattered clouds,18.28,-70.33,Hospedaje Henriquez
610,Sola,VU,81.36,scattered clouds,-13.88,167.55,Leumerus Bungalows
612,Avera,US,87.8,broken clouds,33.19,-82.53,
613,Chaoyang,CN,64.81,light rain,41.57,120.46,Chaoyang Genting International Hotel
614,Hirara,JP,81.93,overcast clouds,24.8,125.28,Hotel Atoll Emerald Miyakojima
616,Vao,NC,72.48,clear sky,-22.67,167.48,Hotel Kou-Bugny
621,Khash,IR,75.56,clear sky,28.22,61.22,دفتر پیشخوان دولت جمال زهی (خالد)
622,Kushima,JP,62.6,light rain,31.46,131.23,Hanaoka
623,Awjilah,LY,80.78,few clouds,29.11,21.29,
624,Morgaushi,RU,68.0,few clouds,55.96,46.77,
625,Sinnamary,GF,81.14,light rain,5.38,-52.95,ALETHEIA Appartement Sinnamary
626,Sao Miguel Do Araguaia,BR,79.61,clear sky,-13.28,-50.16,Hotel Executivo Palace
627,Loralai,PK,71.38,few clouds,30.37,68.6,City Hotel. Loralai. Blochistan
628,Birpur,IN,77.47,light rain,26.52,87.02,Maa Sherawali Sweet Content
